[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
[-0.19999999  0.075       0.1525    ],[-0.20017785  0.07493608  0.33996505],[-0.3643595   0.00731192  0.31409711],[-0.56612551 -0.07579181  0.2823683 ],[-0.72599745 -0.13335501  0.22527069],[-0.89663017 -0.26203391  0.13971661],[-1.00095975 -0.23934767  0.15365215]
[-0.19999999  0.075       0.1525    ],[-0.20016639  0.07490661  0.33996481],[-0.35115665 -0.01726896  0.30989799],[-0.53671217 -0.13054526  0.27301252],[-0.68696922 -0.21830767  0.22997335],[-0.83664393 -0.37846637  0.15969256],[-0.943771   -0.37237474  0.16864525]
[-0.19999999  0.075       0.1525    ],[-0.20014179  0.07488699  0.33996654],[-0.33123437 -0.03785884  0.2919836 ],[-0.49234056 -0.17641643  0.23308644],[-0.62190527 -0.28272018  0.16948986],[-0.73702478 -0.45926961  0.07691473],[-0.84355569 -0.46515304  0.06242365]
[-0.19999999  0.075       0.1525    ],[-0.19943219  0.07541338  0.34011605],[-0.32105553 -0.05084039  0.3002128 ],[-0.46999484 -0.20570427  0.25112894],[-0.59018242 -0.31547409  0.17601818],[-0.69072819 -0.4914574   0.06714594],[-0.79593718 -0.50189239  0.04662467]
[-0.19999999  0.075       0.1525    ],[-0.2001356   0.07487118  0.33996582],[-0.32439882 -0.05158696  0.31231454],[-0.4771103  -0.20699254  0.27839226],[-0.59864628 -0.30945319  0.19554034],[-0.70142251 -0.47794801  0.07704249],[-0.80472797 -0.48002514  0.04675493]
[-0.19999999  0.075       0.1525    ],[-0.19999999  0.075       0.33999997],[-0.20000005  0.075       0.51950002],[-0.20000005  0.075       0.74000001],[-0.20000006  0.07500001  0.91924995],[-0.20000006  0.00975009  1.13999987],[-0.20000006  0.07500004  1.22565007]
[-0.19999999  0.075       0.1525    ],[-0.20000014  0.0750002   0.33999881],[-0.20000434  0.07500021  0.51949769],[-0.20000958  0.07500012  0.7399978 ],[-0.20001613  0.07499966  0.91924655],[-0.2000242   0.00974932  1.1399951 ],[-0.20002747  0.07499911  1.2256453 ]
[-0.19999999  0.075       0.1525    ],[-0.19997932  0.0750004   0.33999851],[-0.18676347  0.07569455  0.51900834],[-0.17052659  0.07654707  0.73890877],[-0.14801869  0.07842718  0.91672987],[-0.11655698  0.01559947  1.13593531],[-0.11514249  0.08132095  1.22121263]
[-0.19999999  0.075       0.1525    ],[-0.19993545  0.07500622  0.33999652],[-0.15585923  0.07699847  0.51398468],[-0.10170814  0.07944678  0.72771931],[-0.04939425  0.08386756  0.89910805],[0.01865855 0.02416639 1.11074984],[0.02148325 0.09043189 1.19556999]
[-0.19999999  0.075       0.1525    ],[-0.19991133  0.07498828  0.33999419],[-0.12599172  0.06641367  0.50333172],[-0.03517682  0.05587887  0.70398819],[0.02100123 0.0448085  0.87384278],[ 0.07319216 -0.03179962  1.08454204],[0.09814048 0.03110112 1.1682955 ]
[-0.19999999  0.075       0.1525    ],[-0.19991852  0.07498407  0.33999467],[-0.12158009  0.06335993  0.50106919],[-0.02533877  0.04907871  0.69894511],[0.00739207 0.03420863 0.87454796],[ 0.01644527 -0.04135894  1.09178925],[0.05889999 0.01124859 1.17559659]
[-0.19999999  0.075       0.1525    ],[-0.19993743  0.07498463  0.33999583],[-0.12193069  0.07471538  0.50165033],[-0.02609854  0.07438213  0.70024085],[-0.01528586  0.04964378  0.87744081],[-0.0181385  -0.04355847  1.08789802],[0.01160115 0.00534003 1.17910051]
[-0.19999999  0.075       0.1525    ],[-0.19992267  0.07499726  0.33999485],[-0.11799017  0.08731543  0.49921846],[-0.01733374  0.10244685  0.69482374],[0.00526749 0.08163819 0.87141544],[ 0.03041198 -0.00877545  1.08160555],[0.05396117 0.04586098 1.17134798]
[-0.19999999  0.075       0.1525    ],[-0.19992687  0.07499997  0.33999527],[-0.11958041  0.08707667  0.50004423],[-0.02087259  0.1019119   0.69666225],[0.00268524 0.08352956 0.87339854],[ 0.02041401 -0.0031641   1.0858984 ],[0.05239321 0.0506041  1.17353284]
[-0.19999999  0.075       0.1525    ],[-0.19991535  0.07499095  0.33999416],[-0.11485197  0.08643635  0.4976311 ],[-0.01034806  0.10049444  0.69129103],[0.02037953 0.07124996 0.86544263],[ 0.05315126 -0.02906376  1.07001591],[0.08379392 0.02081526 1.16038477]
[-0.19999999  0.075       0.1525    ],[-0.19990698  0.07500486  0.33999345],[-0.11553065  0.08883167  0.49780804],[-0.01186893  0.10581703  0.69168514],[0.04287733 0.0943158  0.86197627],[0.11013666 0.01504791 1.06735492],[0.13458233 0.07462489 1.15364897]
[-0.19999999  0.075       0.1525    ],[-0.19988841  0.07499135  0.33999166],[-0.10701974  0.07531089  0.49358249],[0.00707738 0.07570123 0.68227381],[0.070438   0.05879003 0.8490901 ],[ 0.1358396  -0.02602579  1.05284536],[0.17606936 0.03039183 1.13526022]
[-0.19999999  0.075       0.1525    ],[-0.19989423  0.07498629  0.33999172],[-0.10589851  0.07346366  0.49288842],[0.00958281 0.07159033 0.6807273 ],[0.07254811 0.05245271 0.84745342],[ 0.13755061 -0.0350946   1.05018008],[0.18576802 0.01874137 1.12999511]
[-0.19999999  0.075       0.1525    ],[-0.19987251  0.07499326  0.33998945],[-0.09765766  0.07477991  0.48752117],[0.02792406 0.07451579 0.66877204],[0.10633452 0.06003191 0.82930279],[ 0.18925819 -0.02159833  1.02791548],[0.25172374 0.03274319 1.09675336]
[-0.19999999  0.075       0.1525    ],[-0.19987455  0.07498749  0.33998907],[-0.09528188  0.07292246  0.48582947],[0.03322133 0.07038276 0.66500449],[0.11489832 0.05305745 0.82361388],[ 0.20497085 -0.0326542   1.01733696],[0.26592797 0.02174968 1.08746588]
[-0.19999999  0.075       0.1525    ],[-0.19985969  0.07499575  0.33998743],[-0.08979402  0.07602416  0.48175064],[0.04543536 0.07728563 0.65591913],[0.13681155 0.06416768 0.80956233],[ 0.24171054 -0.01677785  0.99779516],[0.29444113 0.04159187 1.07132101]
[-0.19999999  0.075       0.1525    ],[-0.19986746  0.07498962  0.33998784],[-0.08917037  0.0741718   0.4812609 ],[0.04683404 0.07316455 0.65482706],[0.1356557  0.05660073 0.80963159],[ 0.24376048 -0.02874565  0.99407202],[0.27890313 0.02805047 1.07852745]
[-0.19999999  0.075       0.1525    ],[-0.19985403  0.07499456  0.33998635],[-0.0849125   0.07458778  0.47782668],[0.05630821 0.07408616 0.64717728],[0.15273398 0.06092008 0.79769862],[ 0.26953596 -0.02036728  0.97863495],[0.30789104 0.03834864 1.06033468]
[-0.19999999  0.075       0.1525    ],[-0.19986355  0.07497102  0.33998671],[-0.08694374  0.05490997  0.47804001],[0.05179176 0.03026127 0.64765161],[0.14433205 0.00101818 0.79834718],[ 0.24375206 -0.09851265  0.98054856],[ 0.30462766 -0.04937864  1.05453217]
[-0.19999999  0.075       0.1525    ],[-0.19985442  0.07494605  0.3399846 ],[-0.08649717  0.0354136   0.47339356],[ 0.05277837 -0.01315927  0.63730258],[ 0.14941072 -0.05719322  0.78170168],[ 0.24431184 -0.17201219  0.95719665],[ 0.31760177 -0.13357171  1.02607703]
[-0.19999999  0.075       0.1525    ],[-0.19986367  0.07494295  0.33998513],[-0.08594977  0.0333524   0.47229099],[ 0.05400818 -0.01774943  0.6348449 ],[ 0.1466181  -0.06503536  0.78084338],[ 0.23511346 -0.18322293  0.95744705],[ 0.2975643  -0.14298408  1.03538454]
[-0.19999999  0.075       0.1525    ],[-0.199847    0.07494213  0.33998272],[-0.07933211  0.0317113   0.46574745],[ 0.0687385  -0.02140599  0.62026918],[ 0.17191517 -0.0695495   0.7587049 ],[ 0.28042904 -0.19092491  0.92143667],[ 0.34076852 -0.15028325  1.00081491]
[-0.19999999  0.075       0.1525    ],[-0.19985649  0.07494066  0.33998376],[-0.08374844  0.03124871  0.46967629],[ 0.0589067  -0.02243526  0.62902129],[ 0.15809542 -0.07083909  0.77025378],[ 0.26851535 -0.19326876  0.93090457],[ 0.33065978 -0.1536957   1.00942504]
[-0.19999999  0.075       0.1525    ],[-0.19984725  0.07494523  0.33998311],[-0.08237937  0.03342905  0.469163  ],[ 0.06194801 -0.01758127  0.62787896],[ 0.16693729 -0.06264783  0.76598841],[ 0.28531548 -0.18131098  0.92377168],[ 0.34954444 -0.13976197  0.99954629]
[-0.19999999  0.075       0.1525    ],[-0.19985099  0.07493803  0.33998233],[-0.08007981  0.02803429  0.46513939],[ 0.06707782 -0.02959626  0.61891508],[ 0.17418611 -0.08004057  0.75349325],[ 0.29270604 -0.20475225  0.90643442],[ 0.35904753 -0.16637248  0.98206043]
[-0.19999999  0.075       0.1525    ],[-0.19983564  0.07493652  0.33997983],[-0.07437461  0.02578608  0.45851928],[ 0.0797767  -0.03460519  0.60416842],[ 0.19629851 -0.0862917   0.7301814 ],[ 0.32688871 -0.21244594  0.87167984],[ 0.39795986 -0.17466345  0.94319773]
[-0.19999999  0.075       0.1525    ],[-0.19984224  0.07493329  0.33997995],[-0.07396278  0.02341742  0.4570629 ],[ 0.08070215 -0.03988079  0.6009233 ],[ 0.19754845 -0.09396061  0.72562575],[ 0.32133389 -0.22214928  0.87134868],[ 0.39881241 -0.18671806  0.93719226]
[-0.19999999  0.075       0.1525    ],[-0.19981822  0.07493978  0.33997524],[-0.06721564  0.02371457  0.44950938],[ 0.09571725 -0.03922654  0.58409989],[ 0.24151367 -0.08518574  0.67770571],[ 0.39878166 -0.20292531  0.79767531],[ 0.49249616 -0.16464427  0.83435923]
[-0.19999999  0.075       0.1525    ],[-0.19982198  0.07492469  0.33997306],[-0.07355282  0.00674585  0.44773173],[ 0.08160183 -0.07702617  0.58014154],[ 0.23833403 -0.13391462  0.64595115],[ 0.40398434 -0.26100802  0.74288833],[ 0.50698853 -0.232299    0.75553203]
[-0.19999999  0.075       0.1525    ],[-0.1998249   0.07490067  0.33997071],[-0.07805495 -0.01040978  0.44045293],[ 0.07157464 -0.11523452  0.56392705],[ 0.22518125 -0.19126946  0.61642277],[ 0.38091546 -0.33438742  0.70726311],[ 0.48713475 -0.32912439  0.69042003]
[-0.19999999  0.075       0.1525    ],[-0.19983776  0.07490389  0.33997482],[-0.09182835 -0.00437072  0.45936915],[ 0.04088928 -0.10177654  0.60606956],[ 0.18618764 -0.1748623   0.68142647],[ 0.32800776 -0.31163394  0.80045521],[ 0.43411124 -0.31502226  0.78244245]
[-0.19999999  0.075       0.1525    ],[-0.19984551  0.07491329  0.33997846],[-0.10504033  0.00678243  0.47628045],[ 0.01145101 -0.07692946  0.64374489],[ 0.15219238 -0.14335233  0.73269355],[ 0.28860152 -0.27435505  0.86391503],[ 0.39593899 -0.27206904  0.85571015]
[-0.19999999  0.075       0.1525    ],[-0.19985005  0.07491031  0.33997825],[-0.10489342  0.0039634   0.47472885],[ 0.01178355 -0.08320905  0.640288  ],[ 0.15282482 -0.15413329  0.72519755],[ 0.29052362 -0.29330963  0.84627241],[ 0.39792711 -0.28736886  0.84146458]
[-0.19999999  0.075       0.1525    ],[-0.19982907  0.07490405  0.33997098],[-0.08346982 -0.00879569  0.447943  ],[ 0.05951145 -0.11164001  0.5806157 ],[ 0.21683128 -0.18690982  0.62206405],[ 0.37976891 -0.33438176  0.69056916],[ 0.48256838 -0.32424286  0.66018218]
[-0.19999999  0.075       0.1525    ],[-0.19982779  0.07489946  0.33996919],[-0.08083487 -0.01434216  0.44036049],[ 0.06538491 -0.12399732  0.56372249],[ 0.22486575 -0.20095918  0.59157652],[ 0.39151391 -0.35112068  0.64324796],[ 0.49223557 -0.33985397  0.60688674]
[-0.19999999  0.075       0.1525    ],[-0.19982688  0.0749049   0.33996886],[-0.07793759 -0.01290809  0.43811888],[ 0.07184154 -0.12080725  0.55872786],[ 0.23402137 -0.194747    0.57781196],[ 0.40608275 -0.34423268  0.61006707],[ 0.50621009 -0.32394466  0.57605553]
[-0.19999999  0.075       0.1525    ],[-0.19982283  0.07490385  0.33996525],[-0.06587762 -0.02485925  0.40557548],[ 0.09872457 -0.1474454   0.48621565],[ 0.26526532 -0.21298473  0.47610912],[ 0.44626573 -0.35290915  0.45047954],[ 0.54451257 -0.31575781  0.42679134]
[-0.19999999  0.075       0.1525    ],[-0.19981173  0.07495099  0.33996475],[-0.04837352 -0.00314894  0.39622658],[ 0.13772857 -0.09910892  0.46537864],[ 0.31352666 -0.1055797   0.43093473],[ 0.52298421 -0.17358781  0.3638472 ],[ 0.60119498 -0.10288592  0.34198308]
[-0.19999999  0.075       0.1525    ],[-0.19981267  0.07496075  0.33996502],[-0.04612284  0.00083467  0.39549628],[ 0.14274584 -0.09023991  0.46374935],[ 0.31825429 -0.0863644   0.42748582],[ 0.53055763 -0.141776    0.35780585],[ 0.60488492 -0.06688     0.33636349]
[-0.19999999  0.075       0.1525    ],[-0.19983172  0.07493111  0.33996511],[-0.05272822 -0.02471976  0.36502224],[ 0.12805222 -0.14716542  0.39584088],[ 0.28848213 -0.17429601  0.32060462],[ 0.46647879 -0.26649922  0.20740366],[ 0.54421985 -0.20520094  0.1650629 ]
[-0.19999999  0.075       0.1525    ],[-0.1998385   0.07493033  0.33996576],[-0.05439259 -0.02867617  0.35753721],[ 0.12435139 -0.15598306  0.37915841],[ 0.27911568 -0.18237521  0.29263797],[ 0.44903433 -0.27380285  0.16707352],[ 0.52483004 -0.21314704  0.1204931 ]
[-0.19999999  0.075       0.1525    ],[-0.19983152  0.07495608  0.33996594],[-0.04057394 -0.00662602  0.35335803],[ 0.15514135 -0.10686637  0.36984473],[ 0.31157196 -0.10774171  0.28230524],[ 0.49198085 -0.16931359  0.1532293 ],[ 0.54817569 -0.0925927   0.10273141]
[-0.19999999  0.075       0.1525    ],[-0.19983366  0.07496043  0.33996645],[-0.03861643 -0.00330414  0.34899884],[ 0.15950711 -0.09946688  0.36012918],[ 0.31245553 -0.0953123   0.26672858],[ 0.49457103 -0.15383358  0.13864276],[ 0.54007816 -0.07868156  0.07639164]
[-0.19999999  0.075       0.1525    ],[-0.19983351  0.07495936  0.33996636],[-0.0392286  -0.00483731  0.34601718],[ 0.15814349 -0.10288352  0.35348469],[ 0.31198126 -0.09917001  0.26153684],[ 0.49446359 -0.1579102   0.1340712 ],[ 0.54273629 -0.08257644  0.07416714]
[-0.19999999  0.075       0.1525    ],[-0.19982871  0.07498212  0.33996636],[-0.02977401  0.01794694  0.34508896],[ 0.17920913 -0.05212712  0.3514165 ],[ 0.33223253 -0.02853638  0.2610777 ],[ 0.52181387 -0.06306557  0.13512835],[0.55965269 0.01827299 0.07557917]
[-0.19999999  0.075       0.1525    ],[-0.19982931  0.07500857  0.33996654],[-0.02308281  0.04404557  0.34030706],[0.19412223 0.00601219 0.34075916],[0.34027171 0.05400669 0.24872224],[0.53152305 0.05054083 0.12062663],[0.55594331 0.13693242 0.06117842]
[-0.19999999  0.075       0.1525    ],[-0.19983576  0.07500987  0.33996725],[-0.0236842   0.04132356  0.34583208],[ 1.92786947e-01 -5.33759594e-05  3.53068471e-01],[0.328807   0.05651062 0.25092477],[0.51045775 0.06434587 0.10972136],[0.52389246 0.15159304 0.04806691]
[-0.19999999  0.075       0.1525    ],[-0.20064141  0.07494324  0.34013191],[-0.02524614  0.03615173  0.34520602],[ 0.18994677 -0.01147704  0.35131299],[0.31967714 0.05028772 0.2442835 ],[0.49477464 0.06520012 0.0958771 ],[0.50485438 0.15400077 0.03598005]
[-0.19999999  0.075       0.1525    ],[-0.19983126  0.07500507  0.33996665],[-0.02427718  0.03884727  0.348427  ],[ 0.19146028 -0.00556861  0.35885358],[0.33665204 0.04184713 0.26501781],[0.52717066 0.03749181 0.13586505],[0.53844249 0.12169768 0.06971175]
[-0.19999999  0.075       0.1525    ],[-0.19983187  0.07500432  0.33996677],[-0.02447617  0.03707336  0.34313372],[ 0.19101916 -0.00952184  0.34705719],[0.33595258 0.03865215 0.25320816],[0.52549255 0.03543944 0.12258641],[0.53597671 0.1208591  0.05787513]
[-0.19999999  0.075       0.1525    ],[-0.19982818  0.07500338  0.33996633],[-0.02472399  0.03642961  0.34694478],[ 0.19046232 -0.01095505  0.35555074],[0.33905146 0.03529286 0.26657838],[0.53174865 0.02978771 0.14074287],[0.55908191 0.11697476 0.08377606]
[-0.19999999  0.075       0.1525    ],[-0.1998283   0.07500163  0.3399663 ],[-0.02523473  0.03389578  0.34503624],[ 0.18932489 -0.01660059  0.35129768],[0.33829433 0.02914768 0.26270264],[0.53039467 0.02323722 0.13597114],[0.56068575 0.11115265 0.08168253]
[-0.19999999  0.075       0.1525    ],[-0.19983056  0.07500219  0.33996671],[-0.0250853   0.03453467  0.34493884],[ 0.18965986 -0.01517649  0.35107982],[0.33548442 0.03109576 0.25765663],[0.52301896 0.02595318 0.12423399],[0.55136675 0.11424131 0.06950321]
[-0.19999999  0.075       0.1525    ],[-0.19983324  0.0749997   0.33996695],[-0.02616663  0.02991929  0.34245968],[ 0.1872535  -0.02546042  0.3455537 ],[0.33015439 0.02132192 0.24795762],[0.51312929 0.01702024 0.10831346],[0.54799986 0.10552995 0.05787566]
[-0.19999999  0.075       0.1525    ],[-0.19983011  0.07499771  0.33996657],[-0.02665583  0.02885365  0.34889287],[ 0.1861586  -0.02783278  0.359891  ],[0.33280295 0.01586921 0.26651216],[0.52033442 0.00740864 0.13325211],[0.56346798 0.09426398 0.08646034]
[-0.19999999  0.075       0.1525    ],[-0.19983035  0.07499649  0.33996654],[-0.02728746  0.02616188  0.34649462],[ 0.1847522  -0.03383103  0.35454655],[0.33159789 0.010987   0.26201606],[0.51921403 0.00419022 0.12877554],[0.56252891 0.09169603 0.08338346]
[-0.19999999  0.075       0.1525    ],[-0.19983222  0.07499547  0.33996686],[-0.02672128  0.02851524  0.34835526],[ 0.18601498 -0.0285855   0.35869318],[0.33012798 0.01014642 0.25936645],[ 0.51417905 -0.00531148  0.12194762],[0.5547992  0.07901586 0.06872366]
[-0.19999999  0.075       0.1525    ],[-0.19982581  0.07498284  0.33996612],[-0.02741913  0.02561402  0.34597796],[ 0.18445325 -0.03504265  0.35340053],[ 0.33852202 -0.02052314  0.26292294],[ 0.52994066 -0.06744003  0.1439563 ],[0.58450329 0.00621512 0.08746173]
[-0.19999999  0.075       0.1525    ],[-0.19982281  0.07498293  0.339966  ],[-0.02606636  0.03026804  0.33740494],[ 0.18746603 -0.02467131  0.33429796],[ 0.34519172 -0.01458892  0.24971437],[ 0.53928798 -0.06693743  0.13755015],[0.58898407 0.00621542 0.07612677]
[-0.19999999  0.075       0.1525    ],[-0.1998277   0.07498571  0.33996662],[-0.02639761  0.02921868  0.33495581],[ 0.18673398 -0.02701267  0.32883739],[ 0.33946568 -0.01012392  0.23652336],[ 0.52902752 -0.05388812  0.11344828],[0.56565255 0.02248702 0.04696938]
[-0.19999999  0.075       0.1525    ],[-0.19982556  0.07497904  0.3399663 ],[-0.02602284  0.0304316   0.34226304],[ 0.18756309 -0.02430394  0.34512505],[ 0.34183499 -0.02379744  0.25383145],[ 0.53257841 -0.08840608  0.14231081],[ 0.56491441 -0.02396943  0.0623335 ]
[-0.19999999  0.075       0.1525    ],[-0.1998201   0.07496969  0.3399654 ],[-0.02660128  0.02815085  0.33939627],[ 0.18626757 -0.02937972  0.33874118],[ 0.34946638 -0.04457784  0.26615459],[ 0.54683375 -0.12820131  0.18222155],[ 0.57923102 -0.07173922  0.09645154]
[-0.19999999  0.075       0.1525    ],[-0.20087618  0.0750454   0.34015524],[-0.02743722  0.03273337  0.31920668],[ 0.18519098 -0.01927355  0.29332554],[ 0.34523329 -0.02069269  0.21274024],[ 0.53455794 -0.08527088  0.0992984 ],[ 0.56753981 -0.00644107  0.03391423]
[-0.19999999  0.075       0.1525    ],[-0.19982547  0.07495798  0.33996597],[-0.03316692  0.0099682   0.32586664],[ 0.17164649 -0.06988965  0.30858701],[ 0.33251241 -0.09110099  0.23239784],[ 0.51133972 -0.17446983  0.11379299],[ 0.5642513  -0.09585703  0.06266383]
[-0.19999999  0.075       0.1525    ],[-0.19982995  0.07492773  0.33996499],[-0.04535381 -0.01635771  0.34105107],[ 0.14448693 -0.12853053  0.34242713],[ 0.30369008 -0.17725095  0.27599391],[ 0.47148311 -0.28724605  0.16310413],[ 0.54343879 -0.21790344  0.12300855]
[-0.19999999  0.075       0.1525    ],[-0.19982426  0.07492901  0.33996436],[-0.04778832 -0.01906742  0.35567904],[ 0.13905399 -0.13456872  0.3750242 ],[ 0.30532098 -0.17573997  0.32218027],[ 0.48615956 -0.273166    0.21823445],[ 0.56306481 -0.20165879  0.19444533]
[-0.19999999  0.075       0.1525    ],[-0.19982333  0.07493328  0.33996442],[-0.04498892 -0.01491233  0.35227123],[ 0.14529265 -0.12531286  0.36743021],[ 0.31218594 -0.16260232  0.31368378],[ 0.49590081 -0.26182982  0.21672423],[ 0.5661335  -0.18923104  0.17943333]
[-0.19999999  0.075       0.1525    ],[-0.1998302   0.07493329  0.33996537],[-0.04371995 -0.01353437  0.34027356],[ 0.14812933 -0.12224442  0.3406927 ],[ 0.30614793 -0.16339061  0.26673236],[ 0.47892129 -0.27413663  0.16242719],[ 0.53525341 -0.20948674  0.09730461]
[-0.19999999  0.075       0.1525    ],[-0.1998249   0.07493068  0.33996454],[-0.04310159 -0.00996505  0.36063638],[ 0.14949569 -0.11428507  0.38607395],[ 0.31158116 -0.16067544  0.32516491],[ 0.49116221 -0.27959952  0.24391484],[ 0.54708087 -0.22170378  0.17239481]
[-0.19999999  0.075       0.1525    ],[-0.19982596  0.07493708  0.33996484],[-0.04816827 -0.01084255  0.38285166],[ 0.13820243 -0.11624409  0.43557549],[ 0.30242917 -0.14652222  0.37040174],[ 0.48636761 -0.24373776  0.27184385],[ 0.54210639 -0.17210968  0.21390796]
